epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,9.06494,4.09834,4.22221,1.60945,0.01489,0.04667,0.01349,0.00338,3.24511,4.26455,1.3808,0.000144761,0.000144761,0.000144761
16,9.74024,4.04681,4.27855,1.60938,0.01522,0.04667,0.01447,0.0036,3.15056,4.26356,1.34115,0.000154276,0.000154276,0.000154276
17,10.3857,3.82396,4.22598,1.65643,0.01522,0.04667,0.01532,0.00385,3.17616,4.26911,1.34242,0.000163681,0.000163681,0.000163681
18,11.0435,4.38774,4.27249,1.6355,0.01556,0.04667,0.02033,0.00469,3.08919,4.26843,1.2973,0.000172977,0.000172977,0.000172977
19,11.7301,3.90406,4.14554,1.53521,0.01538,0.04667,0.01733,0.00487,3.00579,4.2619,1.26064,0.000182162,0.000182162,0.000182162
20,12.3972,3.70783,4.19512,1.48367,0.01522,0.04667,0.01304,0.00322,2.90783,4.25611,1.22474,0.000191237,0.000191237,0.000191237
21,13.0505,3.58826,4.18165,1.40308,0.01573,0.04667,0.01519,0.00365,2.92006,4.26157,1.23237,0.000200202,0.000200202,0.000200202
22,13.7273,4.13134,4.17584,1.53337,0.01609,0.04667,0.0167,0.00381,2.81335,4.26395,1.19331,0.000209057,0.000209057,0.000209057
23,14.3793,2.85917,4.16813,1.30418,0.01609,0.04667,0.01997,0.00436,2.68265,4.27572,1.15432,0.000217803,0.000217803,0.000217803
24,15.0493,3.38003,4.18436,1.34374,0.01609,0.04667,0.01669,0.00419,2.62661,4.27465,1.12752,0.000226438,0.000226438,0.000226438
25,15.7324,3.73484,4.20344,1.4132,0.01522,0.04667,0.03007,0.00615,2.59846,4.28007,1.1065,0.000234963,0.000234963,0.000234963
26,16.4301,3.06257,4.17312,1.33424,0.01489,0.04667,0.02271,0.00496,2.57624,4.27565,1.09555,0.000243378,0.000243378,0.000243378
27,17.0894,3.29053,4.17421,1.29623,0.01458,0.04667,0.02332,0.00459,2.55134,4.27092,1.08717,0.000251684,0.000251684,0.000251684
28,17.8977,3.34642,4.11941,1.39066,0.01429,0.04667,0.02392,0.00536,2.51048,4.26517,1.08373,0.000259879,0.000259879,0.000259879
29,18.5735,2.58431,4.05967,1.20682,0.01373,0.04667,0.02713,0.00524,2.47882,4.26196,1.08251,0.000267964,0.000267964,0.000267964
30,19.2492,3.33629,3.98961,1.35607,0.01386,0.04667,0.02989,0.00549,2.44748,4.25396,1.08115,0.00027594,0.00027594,0.00027594
31,19.9179,3.15378,4.04126,1.27975,0.01458,0.04667,0.02864,0.00599,2.4296,4.24155,1.08109,0.000283805,0.000283805,0.000283805
32,20.5858,3.04825,3.98258,1.23454,0.014,0.04667,0.02902,0.0052,2.42377,4.23234,1.08141,0.00029156,0.00029156,0.00029156
33,21.2538,3.09891,3.95101,1.2638,0.014,0.04667,0.0278,0.00533,2.4013,4.21788,1.07373,0.000299206,0.000299206,0.000299206
34,21.9168,2.86711,4.02033,1.21067,0.014,0.04667,0.02665,0.00543,2.36011,4.19998,1.06648,0.000306741,0.000306741,0.000306741
35,22.572,3.71745,3.89377,1.36144,0.01359,0.04667,0.02298,0.00493,2.32237,4.1782,1.06365,0.000314166,0.000314166,0.000314166
36,23.2368,3.2634,3.8197,1.23565,0.01359,0.04667,0.02676,0.0051,2.30998,4.16004,1.06629,0.000321482,0.000321482,0.000321482
37,23.8965,2.63278,3.86545,1.25336,0.01321,0.04667,0.02307,0.0048,2.34347,4.13379,1.07557,0.000328687,0.000328687,0.000328687
38,24.568,2.97121,3.9148,1.21264,0.01468,0.05333,0.03217,0.00585,2.38796,4.11222,1.08567,0.000335783,0.000335783,0.000335783
39,25.2317,3.12637,3.78435,1.26624,0.01481,0.05333,0.02116,0.00508,2.46962,4.08566,1.10346,0.000342768,0.000342768,0.000342768
40,25.8991,3.16825,3.79752,1.21605,0.01667,0.06,0.01799,0.00379,2.54325,4.06135,1.11555,0.000349643,0.000349643,0.000349643
41,26.5992,2.77159,3.72733,1.18843,0.01228,0.04667,0.01737,0.00411,2.61526,4.03241,1.12662,0.000356409,0.000356409,0.000356409
42,27.2479,3.0877,3.7912,1.21547,0.01356,0.05333,0.01459,0.00361,2.62815,4.00354,1.12914,0.000363064,0.000363064,0.000363064
43,27.9043,2.84544,3.64485,1.1709,0.01322,0.05333,0.01622,0.0041,2.6312,3.96555,1.13005,0.00036961,0.00036961,0.00036961
44,28.5748,2.86815,3.64246,1.16991,0.01587,0.06667,0.01747,0.00456,2.65324,3.92903,1.1324,0.000376045,0.000376045,0.000376045
45,29.2328,3.02967,3.66023,1.17778,0.01654,0.07333,0.0296,0.00641,2.60689,3.88642,1.11909,0.000382371,0.000382371,0.000382371
1,2.18954,1.9962,4.03312,2.0408,0.00174,0.20741,0.01263,0.00391,2.08879,4.15963,2.44388,1.111e-05,1.111e-05,1.111e-05
2,3.54593,1.93963,4.01017,1.9703,0.00154,0.2037,0.01123,0.00294,2.08357,4.15144,2.42818,3.3066e-05,3.3066e-05,3.3066e-05
3,4.74161,1.90925,3.93801,1.962,0.0018,0.21111,0.01516,0.00461,1.99345,4.13415,2.34489,5.46701e-05,5.46701e-05,5.46701e-05
4,6.05244,1.74009,3.97633,1.84023,0.00189,0.21852,0.03206,0.00949,1.81622,4.1141,2.19514,7.59222e-05,7.59222e-05,7.59222e-05
5,7.36393,1.63949,3.88476,1.70456,0.00311,0.26296,0.05032,0.01609,1.62421,4.05221,2.0117,9.68223e-05,9.68223e-05,9.68223e-05
6,8.66627,1.53076,3.78915,1.63588,0.00468,0.33452,0.07951,0.03342,1.46648,3.92272,1.77457,0.00011737,0.00011737,0.00011737
7,9.97925,1.37934,3.64392,1.50669,0.00596,0.40356,0.17982,0.10246,1.31098,3.78336,1.54032,0.000137567,0.000137567,0.000137567
8,11.3197,1.46067,3.53767,1.54275,0.0067,0.44978,0.27319,0.17897,1.26748,3.68266,1.39901,0.000157411,0.000157411,0.000157411
9,12.5922,1.41487,3.3598,1.51616,0.00663,0.46089,0.29957,0.19489,1.26776,3.65078,1.36896,0.000176903,0.000176903,0.000176903
10,13.8576,1.4348,3.32939,1.50015,0.00705,0.49659,0.32302,0.21137,1.26726,3.62559,1.35165,0.000196044,0.000196044,0.000196044
11,15.1623,1.3784,3.116,1.44211,0.01935,0.56559,0.35119,0.21201,1.27395,3.59692,1.33607,0.000214832,0.000214832,0.000214832
12,16.4231,1.40885,3.04879,1.45442,0.03602,0.591,0.38613,0.21272,1.31313,3.56093,1.32727,0.000233268,0.000233268,0.000233268
13,17.7117,1.37614,2.93356,1.47541,0.01243,0.58367,0.35665,0.19741,1.38338,3.53881,1.33767,0.000251353,0.000251353,0.000251353
14,18.9802,1.36937,2.79221,1.47968,0.02135,0.60964,0.35665,0.19524,1.3895,3.51733,1.35275,0.000269085,0.000269085,0.000269085
15,20.2762,1.3484,2.62852,1.47509,0.02883,0.64483,0.34733,0.19632,1.35463,3.51249,1.36244,0.000286466,0.000286466,0.000286466
16,21.5347,1.34819,2.50985,1.4722,0.03213,0.70539,0.36628,0.20402,1.32442,3.49829,1.37158,0.000303494,0.000303494,0.000303494
17,22.8224,1.33444,2.38094,1.48205,0.02504,0.71037,0.38063,0.21305,1.27993,3.4653,1.35989,0.000320171,0.000320171,0.000320171
18,24.1041,1.33959,2.22496,1.47714,0.02352,0.71107,0.40993,0.24271,1.25925,3.41161,1.33771,0.000336495,0.000336495,0.000336495
19,25.3776,1.31823,2.14111,1.55593,0.02508,0.71342,0.40744,0.25552,1.26887,3.36492,1.35502,0.000352468,0.000352468,0.000352468
20,26.6673,1.31964,1.94174,1.45536,0.02503,0.71677,0.40387,0.25698,1.25213,3.33191,1.36368,0.000368089,0.000368089,0.000368089
21,27.9317,1.32875,1.93362,1.58588,0.0268,0.72177,0.40969,0.26379,1.22981,3.29658,1.34328,0.000383357,0.000383357,0.000383357
22,29.258,1.26629,1.79576,1.4557,0.02503,0.69747,0.41433,0.26858,1.23856,3.27118,1.30731,0.000398274,0.000398274,0.000398274
23,30.6166,1.33322,1.71059,1.47802,0.02762,0.66884,0.40026,0.25233,1.31908,3.24884,1.29512,0.000412839,0.000412839,0.000412839
24,31.913,1.313,1.65969,1.46638,0.63152,0.28679,0.34914,0.20925,1.46684,3.26747,1.32093,0.000427052,0.000427052,0.000427052
25,33.1911,1.27477,1.61272,1.4711,0.96164,0.17167,0.33456,0.20656,1.42831,3.28325,1.30959,0.000440912,0.000440912,0.000440912
26,34.4557,1.31456,1.57848,1.46775,0.98986,0.13869,0.34476,0.21979,1.29977,3.29308,1.29629,0.000454421,0.000454421,0.000454421
27,35.7552,1.31632,1.54472,1.46576,0.98883,0.12518,0.3735,0.23436,1.28781,3.2672,1.29827,0.000467578,0.000467578,0.000467578
28,37.0849,1.26729,1.45859,1.44731,0.98883,0.12518,0.3735,0.23436,1.28781,3.2672,1.29827,0.000480383,0.000480383,0.000480383
29,38.4003,1.19451,1.43228,1.40452,0.9944,0.15419,0.42713,0.26335,1.34009,3.22392,1.31833,0.000492836,0.000492836,0.000492836
30,39.6842,1.16087,1.3585,1.32784,1,0.11816,0.50845,0.31985,1.30624,3.12688,1.30648,0.000504937,0.000504937,0.000504937
31,40.9473,1.14428,1.27353,1.32595,1,0.11816,0.50845,0.31985,1.30624,3.12688,1.30648,0.000516686,0.000516686,0.000516686
32,42.2387,1.13722,1.29939,1.37195,0.97757,0.22651,0.56219,0.36828,1.20978,2.97647,1.29777,0.000528083,0.000528083,0.000528083
33,43.5014,1.15433,1.30697,1.34872,0.9474,0.26478,0.58647,0.37067,1.20663,2.88462,1.29225,0.000539128,0.000539128,0.000539128
34,44.7433,1.16771,1.24202,1.3501,0.9474,0.26478,0.58647,0.37067,1.20663,2.88462,1.29225,0.000549821,0.000549821,0.000549821
35,46.0265,1.12709,1.17917,1.28936,0.93726,0.26402,0.51746,0.30565,1.33956,2.90847,1.31095,0.000560163,0.000560163,0.000560163
36,47.3091,1.10871,1.25075,1.33623,0.95177,0.28028,0.57813,0.33127,1.3474,2.86705,1.33917,0.000570152,0.000570152,0.000570152
37,48.5753,1.09108,1.19915,1.28952,0.95177,0.28028,0.57813,0.33127,1.3474,2.86705,1.33917,0.000579789,0.000579789,0.000579789
38,49.844,1.03586,1.27024,1.33098,0.97642,0.32985,0.78451,0.46844,1.21414,2.70042,1.32844,0.000589074,0.000589074,0.000589074
39,51.1135,1.0522,1.146,1.2869,0.97158,0.32581,0.84443,0.47239,1.25351,2.68575,1.3533,0.000598008,0.000598008,0.000598008
40,52.366,1.07696,1.21341,1.34333,0.97158,0.32581,0.84443,0.47239,1.25351,2.68575,1.3533,0.000606589,0.000606589,0.000606589
41,53.6796,1.15438,1.23901,1.37665,0.91378,0.27711,0.688,0.35936,1.37822,2.80148,1.38158,0.000614819,0.000614819,0.000614819
42,54.961,1.07884,1.13827,1.24264,0.89584,0.29313,0.6912,0.37102,1.32794,2.71553,1.35471,0.000622696,0.000622696,0.000622696
43,56.2209,1.03926,1.14986,1.2502,0.89584,0.29313,0.6912,0.37102,1.32794,2.71553,1.35471,0.000630221,0.000630221,0.000630221
44,57.5277,1.0584,1.14955,1.27997,0.8667,0.41248,0.92046,0.53232,1.21653,2.32691,1.36688,0.000637395,0.000637395,0.000637395
45,58.79,1.0273,1.12561,1.2086,0.8667,0.41248,0.92046,0.53232,1.21653,2.32691,1.36688,0.000644216,0.000644216,0.000644216
46,60.1494,1.05551,1.11061,1.22378,0.85651,0.47094,0.93063,0.5176,1.2717,2.22803,1.41149,0.000650686,0.000650686,0.000650686
47,61.4477,0.95155,1.08733,1.21477,0.85651,0.47094,0.93063,0.5176,1.2717,2.22803,1.41149,0.000656804,0.000656804,0.000656804
48,62.7493,0.99084,1.14843,1.28665,0.86547,0.58857,0.95577,0.59973,1.16212,2.03605,1.35997,0.000662569,0.000662569,0.000662569
49,64.003,0.98841,1.04997,1.22208,0.86547,0.58857,0.95577,0.59973,1.16212,2.03605,1.35997,0.000667983,0.000667983,0.000667983
50,65.2897,0.96145,1.02299,1.1793,0.85435,0.61527,0.8825,0.52597,1.26901,2.08125,1.40556,0.000673045,0.000673045,0.000673045
51,66.5532,0.98986,1.04795,1.23866,0.85435,0.61527,0.8825,0.52597,1.26901,2.08125,1.40556,0.000671044,0.000671044,0.000671044
52,67.8687,1.00117,1.04867,1.24258,0.88735,0.73531,0.95724,0.59076,1.20602,1.81276,1.3956,0.000662245,0.000662245,0.000662245
53,69.2047,0.92829,0.97561,1.16563,0.88735,0.73531,0.95724,0.59076,1.20602,1.81276,1.3956,0.000653446,0.000653446,0.000653446
54,70.5124,1.01751,1.13527,1.31536,0.88212,0.83751,0.98437,0.72935,0.94067,1.45236,1.20995,0.000644647,0.000644647,0.000644647
55,71.7552,1.02914,1.05511,1.26861,0.88212,0.83751,0.98437,0.72935,0.94067,1.45236,1.20995,0.000635848,0.000635848,0.000635848
56,73.0671,1.00166,1.03307,1.20306,0.89394,0.83196,0.98405,0.71425,0.95477,1.42018,1.20156,0.000627048,0.000627048,0.000627048
57,74.3154,0.93915,1.01608,1.16709,0.89394,0.83196,0.98405,0.71425,0.95477,1.42018,1.20156,0.000618249,0.000618249,0.000618249
58,75.6247,0.92462,0.96396,1.16902,0.89542,0.83707,0.97919,0.62346,1.19991,1.4691,1.39728,0.00060945,0.00060945,0.00060945
59,76.8547,0.9268,1.04157,1.19111,0.89542,0.83707,0.97919,0.62346,1.19991,1.4691,1.39728,0.000600651,0.000600651,0.000600651
60,78.1239,0.90283,0.99418,1.15313,0.90076,0.85826,0.98004,0.64239,1.15196,1.35898,1.38806,0.000591852,0.000591852,0.000591852
61,79.3728,0.89875,0.97926,1.20619,0.90076,0.85826,0.98004,0.64239,1.15196,1.35898,1.38806,0.000583053,0.000583053,0.000583053
62,80.6538,0.92513,0.96963,1.21477,0.93398,0.89452,0.98731,0.73038,0.93401,1.17063,1.21722,0.000574254,0.000574254,0.000574254
63,81.8819,0.91615,0.95991,1.13702,0.93398,0.89452,0.98731,0.73038,0.93401,1.17063,1.21722,0.000565455,0.000565455,0.000565455
64,83.1515,0.94432,0.9429,1.16789,0.93962,0.92307,0.98629,0.7315,0.91777,1.09145,1.19972,0.000556655,0.000556655,0.000556655
65,84.4025,0.84743,0.96465,1.16623,0.93962,0.92307,0.98629,0.7315,0.91777,1.09145,1.19972,0.000547856,0.000547856,0.000547856
66,85.6654,0.88342,0.91783,1.15818,0.96208,0.93167,0.98879,0.71692,0.94882,1.06516,1.19356,0.000539057,0.000539057,0.000539057
67,86.9089,0.82694,0.90659,1.11661,0.96208,0.93167,0.98879,0.71692,0.94882,1.06516,1.19356,0.000530258,0.000530258,0.000530258
68,88.1678,0.84235,0.88184,1.11573,0.96361,0.94406,0.99152,0.72127,0.96234,1.05933,1.18974,0.000521459,0.000521459,0.000521459
69,89.3945,0.83318,0.87098,1.12138,0.96361,0.94406,0.99152,0.72127,0.96234,1.05933,1.18974,0.00051266,0.00051266,0.00051266
70,90.6656,0.86831,0.92271,1.14117,0.96783,0.96584,0.99213,0.74935,0.87233,1.01383,1.14291,0.000503861,0.000503861,0.000503861
71,91.9315,0.80598,0.91188,1.10275,0.96783,0.96584,0.99213,0.74935,0.87233,1.01383,1.14291,0.000495062,0.000495062,0.000495062
72,93.209,0.82595,0.87391,1.12336,0.96846,0.97529,0.99314,0.76893,0.81763,0.99329,1.10646,0.000486262,0.000486262,0.000486262
73,94.4442,0.83176,0.9742,1.19103,0.96846,0.97529,0.99314,0.76893,0.81763,0.99329,1.10646,0.000477463,0.000477463,0.000477463
74,95.7342,0.80338,0.87014,1.09589,0.96822,0.97939,0.99357,0.78679,0.79027,1.00736,1.08692,0.000468664,0.000468664,0.000468664
75,96.9649,0.86504,0.88209,1.08803,0.96822,0.97939,0.99357,0.78679,0.79027,1.00736,1.08692,0.000459865,0.000459865,0.000459865
76,98.2668,0.86277,0.89753,1.13366,0.97419,0.99276,0.99407,0.76441,0.8553,1.01728,1.1345,0.000451066,0.000451066,0.000451066
77,99.4992,0.77522,0.88862,1.09284,0.97419,0.99276,0.99407,0.76441,0.8553,1.01728,1.1345,0.000442267,0.000442267,0.000442267
78,100.784,0.82406,0.89389,1.10667,0.97474,0.9937,0.99389,0.74046,0.89548,0.98196,1.15366,0.000433468,0.000433468,0.000433468
79,102.035,0.80445,0.84961,1.07811,0.97474,0.9937,0.99389,0.74046,0.89548,0.98196,1.15366,0.000424669,0.000424669,0.000424669
80,103.325,0.88189,0.99438,1.20229,0.97233,0.99299,0.99416,0.77485,0.80408,0.91482,1.09061,0.00041587,0.00041587,0.00041587
81,104.575,0.82443,0.87233,1.10664,0.97233,0.99299,0.99416,0.77485,0.80408,0.91482,1.09061,0.00040707,0.00040707,0.00040707
82,105.876,0.76313,0.88783,1.10819,0.96869,0.99692,0.99427,0.81215,0.69926,0.83508,1.02137,0.000398271,0.000398271,0.000398271
83,107.118,0.77459,0.88622,1.0883,0.96869,0.99692,0.99427,0.81215,0.69926,0.83508,1.02137,0.000389472,0.000389472,0.000389472
84,108.432,0.77593,0.86255,1.0884,0.98114,0.99749,0.99476,0.83119,0.67189,0.76984,1.00478,0.000380673,0.000380673,0.000380673
85,109.723,0.76979,0.85023,1.07436,0.98114,0.99749,0.99476,0.83119,0.67189,0.76984,1.00478,0.000371874,0.000371874,0.000371874
86,111.009,0.80305,0.83996,1.07363,0.98283,0.9966,0.99476,0.78761,0.77706,0.74121,1.07734,0.000363075,0.000363075,0.000363075
87,112.267,0.73608,0.78294,1.0404,0.98283,0.9966,0.99476,0.78761,0.77706,0.74121,1.07734,0.000354276,0.000354276,0.000354276
88,113.55,0.77042,0.80415,1.05696,0.98602,0.99318,0.9949,0.76072,0.85094,0.73095,1.13424,0.000345477,0.000345477,0.000345477
89,114.781,0.75102,0.82432,1.07555,0.98602,0.99318,0.9949,0.76072,0.85094,0.73095,1.13424,0.000336677,0.000336677,0.000336677
90,116.076,0.76108,0.82457,1.085,0.98876,0.99998,0.995,0.80396,0.74724,0.68984,1.06087,0.000327878,0.000327878,0.000327878
91,117.425,0.72029,0.76269,1.00051,0.98876,0.99998,0.995,0.80396,0.74724,0.68984,1.06087,0.000319079,0.000319079,0.000319079
92,118.721,0.70569,0.77938,1.04111,0.98502,0.99491,0.995,0.83593,0.62159,0.66287,0.98362,0.00031028,0.00031028,0.00031028
93,120.006,0.73446,0.77097,1.05639,0.98502,0.99491,0.995,0.83593,0.62159,0.66287,0.98362,0.000301481,0.000301481,0.000301481
94,121.311,0.77613,0.80048,1.10429,0.98322,0.99211,0.995,0.84361,0.60753,0.66466,0.98029,0.000292682,0.000292682,0.000292682
95,122.579,0.73876,0.78472,1.06436,0.98322,0.99211,0.995,0.84361,0.60753,0.66466,0.98029,0.000283883,0.000283883,0.000283883
96,123.876,0.74042,0.77504,1.05108,0.97797,0.99254,0.995,0.8152,0.6924,0.67213,1.03379,0.000275084,0.000275084,0.000275084
97,125.152,0.72574,0.82014,1.09979,0.97797,0.99254,0.995,0.8152,0.6924,0.67213,1.03379,0.000266284,0.000266284,0.000266284
98,126.44,0.6782,0.76277,1.03546,0.97589,0.99574,0.995,0.78943,0.78133,0.68043,1.09167,0.000257485,0.000257485,0.000257485
99,127.687,0.70259,0.7683,1.03793,0.97589,0.99574,0.995,0.78943,0.78133,0.68043,1.09167,0.000248686,0.000248686,0.000248686
100,128.995,0.76587,0.81972,1.0733,0.97873,0.9932,0.9949,0.80432,0.72912,0.65733,1.05716,0.000239887,0.000239887,0.000239887
1,1.88183,1.80359,4.02096,1.90231,0.00148,0.2037,0.01042,0.00263,2.09216,4.10961,2.43357,3.333e-05,3.333e-05,3.333e-05
2,3.18546,1.893,4.02634,1.99405,0.00195,0.22222,0.01321,0.00466,1.78541,4.04807,2.15186,7.7385e-05,7.7385e-05,7.7385e-05
3,4.40888,1.68826,3.87696,1.80117,0.00417,0.30741,0.03083,0.01336,1.49001,3.89808,1.82125,0.000121,0.000121,0.000121
4,5.66371,1.5575,3.81163,1.66532,0.0057,0.36785,0.11532,0.05841,1.32531,3.78857,1.58113,0.000164175,0.000164175,0.000164175
5,6.90366,1.43954,3.6399,1.59315,0.00608,0.40119,0.25535,0.14803,1.2774,3.73034,1.46204,0.00020691,0.00020691,0.00020691
6,8.11575,1.43511,3.50423,1.51074,0.00675,0.42459,0.28047,0.17569,1.25934,3.6848,1.41659,0.000249206,0.000249206,0.000249206
7,9.34726,1.38854,3.34583,1.47638,0.00638,0.496,0.25275,0.16142,1.33107,3.56833,1.36622,0.000291061,0.000291061,0.000291061
8,10.5155,1.43191,3.20447,1.48272,0.0121,0.57265,0.2993,0.1743,1.36091,3.504,1.34615,0.000332476,0.000332476,0.000332476
9,11.6929,1.43807,3.02624,1.44163,0.02114,0.60555,0.30441,0.17516,1.40123,3.46219,1.3626,0.000373452,0.000373452,0.000373452
10,12.9033,1.40865,2.88649,1.39237,0.02356,0.67032,0.31793,0.17468,1.3545,3.43474,1.34015,0.000413987,0.000413987,0.000413987
11,14.0651,1.43618,2.69243,1.47184,0.02393,0.73648,0.34795,0.20751,1.29784,3.38758,1.32962,0.000454082,0.000454082,0.000454082
12,15.2272,1.42641,2.55335,1.49705,0.02056,0.73514,0.37463,0.23134,1.282,3.3335,1.3332,0.000493738,0.000493738,0.000493738
13,16.3933,1.38823,2.33911,1.58165,0.01808,0.72853,0.38327,0.22313,1.3301,3.24425,1.40663,0.000532953,0.000532953,0.000532953
14,17.5983,1.4226,2.16825,1.53003,1,0.11289,0.44696,0.25829,1.37828,3.09375,1.41366,0.000571729,0.000571729,0.000571729
15,18.738,1.39584,2.08289,1.51896,0.98467,0.18862,0.58528,0.32831,1.38992,2.93895,1.41343,0.000610065,0.000610065,0.000610065
16,19.9018,1.40862,1.98355,1.58476,0.98467,0.18862,0.58528,0.32831,1.38992,2.93895,1.41343,0.00064796,0.00064796,0.00064796
17,21.0966,1.30536,1.80627,1.4227,0.9836,0.2414,0.63197,0.35356,1.34493,2.83974,1.40237,0.000685416,0.000685416,0.000685416
18,22.2571,1.3158,1.88375,1.51391,0.93772,0.28661,0.6444,0.34943,1.3487,2.75369,1.41192,0.000722432,0.000722432,0.000722432
19,23.3989,1.35533,1.86029,1.46116,0.93772,0.28661,0.6444,0.34943,1.3487,2.75369,1.41192,0.000759007,0.000759007,0.000759007
20,24.5848,1.39285,1.76349,1.50145,0.86423,0.29361,0.55742,0.28693,1.44304,2.79602,1.42507,0.000795143,0.000795143,0.000795143
21,25.8549,1.33395,1.70358,1.4849,0.75738,0.38536,0.73958,0.41535,1.33788,2.43892,1.42568,0.000830839,0.000830839,0.000830839
22,27.0715,1.31384,1.52442,1.41544,0.75738,0.38536,0.73958,0.41535,1.33788,2.43892,1.42568,0.000866095,0.000866095,0.000866095
23,28.2594,1.29672,1.54696,1.40322,0.82319,0.4572,0.84042,0.472,1.27888,2.13796,1.41452,0.000900911,0.000900911,0.000900911
24,29.5272,1.27124,1.52963,1.41887,0.82319,0.4572,0.84042,0.472,1.27888,2.13796,1.41452,0.000935287,0.000935287,0.000935287
25,30.7362,1.23637,1.49604,1.41669,0.82339,0.61051,0.86444,0.48167,1.29715,1.95733,1.49316,0.000969223,0.000969223,0.000969223
26,31.8711,1.30198,1.45026,1.4404,0.82339,0.61051,0.86444,0.48167,1.29715,1.95733,1.49316,0.000973514,0.000973514,0.000973514
27,33.0389,1.23845,1.45927,1.42203,0.73194,0.70669,0.88042,0.52044,1.23963,1.87062,1.42308,0.000968014,0.000968014,0.000968014
28,34.1941,1.25752,1.49485,1.41865,0.73194,0.70669,0.88042,0.52044,1.23963,1.87062,1.42308,0.000962515,0.000962515,0.000962515
29,35.39,1.24336,1.45628,1.42283,0.71883,0.7987,0.92775,0.59178,1.17487,1.59698,1.38716,0.000957015,0.000957015,0.000957015
30,36.5598,1.27005,1.36963,1.35988,0.71883,0.7987,0.92775,0.59178,1.17487,1.59698,1.38716,0.000951516,0.000951516,0.000951516
31,37.7693,1.16919,1.34695,1.3451,0.78477,0.84483,0.94349,0.60042,1.15127,1.38671,1.3658,0.000946016,0.000946016,0.000946016
32,38.9482,1.23277,1.40446,1.41701,0.78477,0.84483,0.94349,0.60042,1.15127,1.38671,1.3658,0.000940517,0.000940517,0.000940517
33,40.1403,1.12694,1.25988,1.33057,0.88087,0.85596,0.9544,0.64611,1.09363,1.24328,1.30134,0.000935018,0.000935018,0.000935018
34,41.3005,1.14185,1.2799,1.35023,0.88087,0.85596,0.9544,0.64611,1.09363,1.24328,1.30134,0.000929518,0.000929518,0.000929518
35,42.4864,1.08435,1.16693,1.23626,0.90834,0.89104,0.96339,0.66962,1.03639,1.12182,1.26684,0.000924019,0.000924019,0.000924019
36,43.6248,1.15653,1.31434,1.3329,0.90834,0.89104,0.96339,0.66962,1.03639,1.12182,1.26684,0.000918519,0.000918519,0.000918519
37,44.8367,1.18001,1.33454,1.40326,0.8916,0.93482,0.97189,0.66652,1.0473,1.13711,1.28011,0.00091302,0.00091302,0.00091302
38,46.0009,1.11727,1.2843,1.33268,0.8916,0.93482,0.97189,0.66652,1.0473,1.13711,1.28011,0.00090752,0.00090752,0.00090752
39,47.1975,1.04118,1.20801,1.25058,0.88732,0.93997,0.97244,0.68302,0.95983,1.05598,1.21042,0.000902021,0.000902021,0.000902021
40,48.3826,1.1665,1.20615,1.31897,0.88732,0.93997,0.97244,0.68302,0.95983,1.05598,1.21042,0.000896521,0.000896521,0.000896521
41,49.6132,1.09531,1.23649,1.32547,0.89759,0.87626,0.94195,0.60782,1.16186,1.12124,1.33084,0.000891022,0.000891022,0.000891022
42,50.8117,1.01999,1.18649,1.28758,0.89759,0.87626,0.94195,0.60782,1.16186,1.12124,1.33084,0.000885523,0.000885523,0.000885523
43,52.0204,1.10151,1.2263,1.32407,0.92085,0.91747,0.97613,0.6839,1.03765,1.04036,1.25006,0.000880023,0.000880023,0.000880023
44,53.2208,0.99491,1.06616,1.1942,0.92085,0.91747,0.97613,0.6839,1.03765,1.04036,1.25006,0.000874524,0.000874524,0.000874524
45,54.4855,1.05686,1.16057,1.23738,0.95447,0.88925,0.97391,0.65478,1.13012,1.04505,1.34706,0.000869024,0.000869024,0.000869024
46,55.7009,1.06618,1.11846,1.2426,0.95447,0.88925,0.97391,0.65478,1.13012,1.04505,1.34706,0.000863525,0.000863525,0.000863525
47,56.9379,1.0263,1.08477,1.23778,0.95415,0.91707,0.98458,0.71826,0.92534,0.95088,1.2098,0.000858025,0.000858025,0.000858025
48,58.2717,1.04289,1.11166,1.23949,0.95415,0.91707,0.98458,0.71826,0.92534,0.95088,1.2098,0.000852526,0.000852526,0.000852526
49,59.5347,1.08167,1.19273,1.33717,0.93386,0.94434,0.98265,0.69025,1.00165,0.95755,1.2609,0.000847026,0.000847026,0.000847026
50,60.7565,0.98005,1.09059,1.22228,0.93386,0.94434,0.98265,0.69025,1.00165,0.95755,1.2609,0.000841527,0.000841527,0.000841527
51,62.0078,0.9759,1.04692,1.2299,0.96204,0.92355,0.98228,0.70834,0.97008,0.95779,1.2296,0.000836027,0.000836027,0.000836027
52,63.2382,0.90377,0.99943,1.1338,0.96204,0.92355,0.98228,0.70834,0.97008,0.95779,1.2296,0.000830528,0.000830528,0.000830528
53,64.4976,0.95817,1.02824,1.16953,0.93951,0.92432,0.98394,0.68508,1.03827,0.98921,1.2774,0.000825029,0.000825029,0.000825029
54,65.6749,0.95645,1.0149,1.18326,0.93951,0.92432,0.98394,0.68508,1.03827,0.98921,1.2774,0.000819529,0.000819529,0.000819529
